airline,date_of_journey,source,destination,dep_time,arrival_time,duration_minute,total_stops,additional_info,price
Multiple Carriers,2019-03-27,Delhi,Cochin,12:50:00,21:00:00,490,1,no info,6637
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,04:25:00,1225,1,no info,12767
Multiple Carriers,2019-06-01,Delhi,Cochin,04:55:00,19:00:00,845,1,no info,11098
Indigo,2019-03-03,Delhi,Cochin,05:05:00,10:05:00,300,1,no info,9581
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,no info,5678
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,08:15:00,1235,1,in-flight meal not included,9134
Indigo,2019-03-09,Banglore,New Delhi,05:30:00,08:20:00,170,0,no info,4777
Jet Airways,2019-06-03,Delhi,Cochin,11:30:00,12:35:00,1505,1,in-flight meal not included,10262
Indigo,2019-03-03,Banglore,New Delhi,14:25:00,19:25:00,300,1,no info,11873
Indigo,2019-06-09,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,4077
Indigo,2019-03-01,Banglore,New Delhi,18:55:00,21:45:00,170,0,no info,14306
Indigo,2019-06-03,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,no info,2227
Indigo,2019-06-09,Delhi,Cochin,20:25:00,01:30:00,305,1,no info,5458
Multiple Carriers,2019-03-21,Delhi,Cochin,02:15:00,13:20:00,665,1,no info,13961
Indigo,2019-05-09,Banglore,Delhi,18:55:00,21:50:00,175,0,no info,4823
Indigo,2019-05-01,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,4077
Jet Airways,2019-06-27,Banglore,Delhi,17:45:00,20:45:00,180,0,in-flight meal not included,7229
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,12:00:00,960,1,no info,14781
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,560,2,no info,13014
Jet Airways,2019-06-21,Delhi,Cochin,11:00:00,14:15:00,195,0,no info,9564
Air India,2019-05-12,Delhi,Cochin,05:10:00,08:00:00,170,0,no info,6094
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,9794
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,23:30:00,955,1,no info,5192
Spicejet,2019-04-12,Banglore,Delhi,21:10:00,00:05:00,175,0,no info,5621
Air India,2019-03-01,Banglore,New Delhi,09:30:00,12:05:00,1595,1,no info,12704
Vistara,2019-06-03,Banglore,Delhi,11:30:00,14:20:00,170,0,no info,4668
Indigo,2019-06-27,Chennai,Kolkata,14:45:00,17:05:00,140,0,no info,3597
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2,no info,11911
Indigo,2019-06-27,Delhi,Cochin,20:25:00,01:30:00,305,1,no info,5054
Air India,2019-03-15,Delhi,Cochin,14:10:00,17:10:00,180,0,no info,5674
Indigo,2019-06-03,Delhi,Cochin,15:00:00,01:30:00,630,1,no info,6104
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,10:50:00,1660,1,no info,11262
Indigo,2019-05-15,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,6037
Air India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420,1,no info,7480
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,10:25:00,1050,1,1 long layover,25735
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,1630,2,no info,13169
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,15:15:00,495,1,in-flight meal not included,9134
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:50:00,16:50:00,1380,2,no info,20845
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,10:05:00,1200,1,no info,14388
Indigo,2019-03-15,Banglore,New Delhi,18:25:00,21:20:00,175,0,no info,8855
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,21:00:00,560,1,no info,7740
Indigo,2019-06-12,Delhi,Cochin,17:10:00,01:30:00,500,1,no info,5883
Vistara,2019-05-15,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,4668
Air India,2019-05-15,Delhi,Cochin,17:20:00,09:25:00,965,1,no info,7480
Jet Airways,2019-05-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,no info,8040
Air India,2019-06-24,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5510
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,04:40:00,450,1,no info,13364
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,10:25:00,780,1,no info,17261
Indigo,2019-06-24,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,no info,2227
Spicejet,2019-06-01,Kolkata,Banglore,14:55:00,17:25:00,150,0,no check-in baggage included,3841
Multiple Carriers,2019-05-18,Delhi,Cochin,09:15:00,19:15:00,600,1,no info,8309
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,01:30:00,760,1,no info,7485
Multiple Carriers,2019-05-27,Delhi,Cochin,14:00:00,01:30:00,690,1,no info,13377
Indigo,2019-06-03,Delhi,Cochin,07:35:00,16:10:00,515,1,no info,7514
Air Asia,2019-05-21,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,5162
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,04:40:00,520,1,no info,14178
Spicejet,2019-04-24,Banglore,Delhi,05:55:00,08:35:00,160,0,no check-in baggage included,3919
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1,no info,13774
Air Asia,2019-04-15,Kolkata,Banglore,07:35:00,23:30:00,955,1,no info,5192
Multiple Carriers,2019-03-03,Delhi,Cochin,08:25:00,18:50:00,625,1,no info,15135
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1,no info,14388
Air Asia,2019-04-15,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,4409
Vistara,2019-04-12,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,5403
Goair,2019-06-03,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,4959
Multiple Carriers,2019-06-09,Delhi,Cochin,11:35:00,01:30:00,835,3,no info,15419
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,12:35:00,885,1,in-flight meal not included,12373
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,09:00:00,965,1,no info,17261
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,23:30:00,215,1,no info,6857
Air India,2019-05-18,Delhi,Cochin,13:15:00,09:25:00,1210,2,no info,11307
Multiple Carriers,2019-06-06,Delhi,Cochin,14:00:00,01:30:00,690,1,no info,13377
Multiple Carriers,2019-06-27,Delhi,Cochin,13:15:00,22:30:00,555,1,no info,8018
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15:00,590,1,no info,14781
Indigo,2019-05-18,Delhi,Cochin,20:25:00,01:30:00,305,1,no info,6069
Spicejet,2019-04-06,Banglore,Delhi,09:30:00,12:20:00,170,0,no info,4423
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,18:00:00,1500,1,no info,11467
Air India,2019-06-01,Delhi,Cochin,20:40:00,09:25:00,765,1,no info,7480
Vistara,2019-04-09,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,5613
Air India,2019-03-12,Mumbai,Hyderabad,19:40:00,09:10:00,810,2,no info,11647
Jet Airways,2019-06-01,Delhi,Cochin,14:35:00,12:35:00,1320,2,in-flight meal not included,10919
Indigo,2019-06-03,Delhi,Cochin,08:35:00,16:10:00,455,1,no info,6442
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,09:30:00,995,1,no info,13817
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,10:25:00,780,1,no info,13817
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,10:05:00,845,1,in-flight meal not included,8586
Spicejet,2019-05-21,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no check-in baggage included,1965
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,19:00:00,780,1,no info,12524
Goair,2019-03-03,Banglore,New Delhi,20:55:00,23:50:00,175,0,no info,7222
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,12646
Spicejet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0,no check-in baggage included,3332
Indigo,2019-06-12,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,3419
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,04:25:00,1105,1,no info,14714
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,no info,2575
Jet Airways,2019-06-15,Delhi,Cochin,19:45:00,19:00:00,1395,1,in-flight meal not included,10262
Jet Airways,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,14714
Jet Airways,2019-03-21,Delhi,Cochin,14:00:00,04:25:00,865,1,in-flight meal not included,7438
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,04:40:00,450,1,in-flight meal not included,8849
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,18:25:00,405,1,no info,19225
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,12:35:00,1100,1,in-flight meal not included,10262
Vistara,2019-05-01,Banglore,Delhi,09:45:00,12:35:00,170,0,no info,4668
Multiple Carriers,2019-03-03,Delhi,Cochin,10:00:00,21:00:00,660,1,no info,16863
Air India,2019-04-12,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,5911
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,14388
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,14:25:00,1080,1,no info,13067
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,18:50:00,1415,1,no info,16289
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1,in-flight meal not included,9663
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,04:40:00,730,1,no info,13941
Jet Airways,2019-03-12,Mumbai,Hyderabad,08:15:00,16:35:00,500,2,no info,23843
Multiple Carriers,2019-05-15,Delhi,Cochin,16:00:00,01:30:00,570,1,no info,13727
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,08:15:00,800,1,no info,14388
Indigo,2019-06-09,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,no info,2754
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,14:25:00,1730,1,no info,11467
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,19:00:00,1210,1,no info,14714
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1,in-flight meal not included,10262
Multiple Carriers,2019-06-01,Delhi,Cochin,18:00:00,01:30:00,450,1,no info,7933
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0,in-flight meal not included,5769
Multiple Carriers,2019-06-15,Delhi,Cochin,13:15:00,22:30:00,555,1,no info,8018
Vistara,2019-05-18,Delhi,Cochin,14:40:00,17:50:00,190,0,no info,6741
Indigo,2019-06-27,Delhi,Cochin,23:30:00,04:35:00,305,1,no info,9165
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1,no info,9646
Indigo,2019-06-09,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Indigo,2019-06-06,Delhi,Cochin,14:20:00,22:30:00,490,1,no info,6938
Jet Airways,2019-06-27,Delhi,Cochin,19:45:00,12:35:00,1010,1,in-flight meal not included,10262
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,08:15:00,735,1,in-flight meal not included,7757
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,04:25:00,1295,1,no info,16289
Goair,2019-05-18,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,4632
Multiple Carriers,2019-06-03,Delhi,Cochin,09:15:00,19:15:00,600,1,no info,8099
Indigo,2019-06-03,Delhi,Cochin,04:55:00,21:00:00,965,1,no info,6838
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,04:25:00,1015,1,no info,15764
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,20:40:00,1410,1,no info,13759
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,22:55:00,1560,1,no info,12395
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,21:05:00,1480,1,no info,14151
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,19:00:00,520,1,no info,11789
Air India,2019-05-12,Kolkata,Banglore,12:00:00,21:50:00,590,2,no info,10676
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,12:35:00,330,1,no info,14924
Air Asia,2019-05-09,Delhi,Cochin,16:45:00,22:25:00,340,1,no info,6752
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0,no info,8016
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,04:25:00,1760,2,no info,16704
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,10:55:00,1520,1,no info,14151
Spicejet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4174
Indigo,2019-06-12,Delhi,Cochin,06:50:00,12:10:00,320,1,no info,5298
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,450,1,no info,13941
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,21:00:00,660,1,no info,9718
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,5989
Jet Airways,2019-06-09,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,10577
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,19:00:00,615,1,no info,10529
Goair,2019-06-18,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,3419
Air India,2019-06-06,Kolkata,Banglore,09:50:00,21:05:00,675,1,no info,7452
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,16:10:00,625,1,no info,16736
Air India,2019-06-27,Delhi,Cochin,07:05:00,09:25:00,1580,2,no info,10975
Jet Airways,2019-06-09,Kolkata,Banglore,10:20:00,17:35:00,435,1,in-flight meal not included,5608
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,10262
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2,no info,9483
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1,no info,14714
Goair,2019-03-18,Banglore,New Delhi,11:40:00,14:35:00,175,0,no info,4340
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,12:35:00,1235,1,in-flight meal not included,10262
Goair,2019-06-21,Banglore,Delhi,11:40:00,14:30:00,170,0,no info,3398
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10:00,170,0,no info,4441
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,09:20:00,1495,1,no info,14388
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2,in-flight meal not included,10368
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15:00,590,1,in-flight meal not included,10844
Indigo,2019-03-03,Delhi,Cochin,08:25:00,15:30:00,425,1,no info,14871
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,in-flight meal not included,5406
Spicejet,2019-05-24,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3543
Jet Airways,2019-06-24,Delhi,Cochin,19:45:00,12:35:00,1010,1,in-flight meal not included,10262
Air India,2019-06-06,Delhi,Cochin,13:20:00,07:40:00,1100,2,no info,12751
Spicejet,2019-06-15,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4885
Jet Airways,2019-03-09,Banglore,New Delhi,18:40:00,00:45:00,365,1,no info,22270
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,18:15:00,590,1,in-flight meal not included,10844
Indigo,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1,no info,6316
Spicejet,2019-04-03,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,4611
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,19:10:00,575,1,no info,13067
Goair,2019-03-27,Delhi,Cochin,06:00:00,13:20:00,440,1,no info,4563
Spicejet,2019-06-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4174
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1,in-flight meal not included,6540
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,21:00:00,835,1,no info,13727
Spicejet,2019-03-03,Banglore,New Delhi,09:35:00,12:30:00,175,0,no info,6860
Air India,2019-03-09,Chennai,Kolkata,11:40:00,13:55:00,135,0,no info,7817
Multiple Carriers,2019-06-27,Delhi,Cochin,08:45:00,19:15:00,630,1,no info,8266
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,no info,14571
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,12:35:00,1145,1,in-flight meal not included,10262
Goair,2019-04-27,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,3898
Air Asia,2019-05-18,Delhi,Cochin,07:55:00,22:25:00,870,1,no info,7452
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00:00,1025,1,no info,14571
Spicejet,2019-04-09,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,3971
Multiple Carriers,2019-03-09,Delhi,Cochin,08:40:00,21:00:00,740,1,no info,18228
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,04:40:00,520,1,no info,13941
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,12:25:00,810,1,in-flight meal not included,11087
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,18:50:00,1385,1,no info,16289
Indigo,2019-04-06,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,4174
Spicejet,2019-04-21,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,4439
Air India,2019-03-21,Delhi,Cochin,21:00:00,07:40:00,640,1,no info,6902
Indigo,2019-06-21,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,3858
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,23:35:00,395,1,no info,13067
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,10:45:00,1065,1,no info,8452
Indigo,2019-06-06,Delhi,Cochin,06:50:00,22:30:00,940,1,no info,6674
Spicejet,2019-03-06,Kolkata,Banglore,17:15:00,19:45:00,150,0,no info,4622
Jet Airways,2019-05-01,Kolkata,Banglore,10:20:00,17:35:00,435,1,no info,8355
Multiple Carriers,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,12192
Air India,2019-06-24,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Air India,2019-05-27,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,13223
Indigo,2019-05-27,Kolkata,Banglore,20:20:00,22:55:00,155,0,no info,4804
Air India,2019-04-01,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,6245
Air Asia,2019-04-01,Kolkata,Banglore,07:35:00,19:25:00,710,1,no info,5192
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,18:50:00,700,1,no info,9345
Multiple Carriers,2019-05-21,Delhi,Cochin,10:00:00,01:30:00,930,1,no info,7888
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,19:15:00,375,1,no info,14323
Air India,2019-05-18,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,13486
Air India,2019-04-06,Delhi,Cochin,17:40:00,23:00:00,320,1,no info,5232
Indigo,2019-06-03,Delhi,Cochin,17:10:00,01:30:00,500,1,no info,6104
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35:00,330,1,no info,16079
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,22:30:00,925,1,no info,10348
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,16:20:00,475,1,no info,14781
Indigo,2019-03-21,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,6838
Spicejet,2019-05-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,no info,3597
Indigo,2019-06-27,Chennai,Kolkata,22:05:00,00:25:00,140,0,no info,5277
Jet Airways,2019-05-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,no info,8040
Indigo,2019-05-06,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,3943
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,10:05:00,1200,1,no info,13941
Jet Airways,2019-03-09,Banglore,New Delhi,21:25:00,08:15:00,650,1,in-flight meal not included,9134
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,08:15:00,945,1,in-flight meal not included,7064
Indigo,2019-05-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Indigo,2019-04-18,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,4591
Vistara,2019-05-03,Banglore,Delhi,21:00:00,23:50:00,170,0,no info,5613
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,23:25:00,975,1,no info,7927
Spicejet,2019-06-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,no info,2753
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2,no info,11774
Jet Airways,2019-03-01,Banglore,New Delhi,05:50:00,12:20:00,390,1,business class,28097
Vistara,2019-06-01,Delhi,Cochin,06:00:00,09:10:00,190,0,no info,6741
Indigo,2019-05-03,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Vistara,2019-03-27,Delhi,Cochin,06:00:00,09:10:00,190,0,no info,4851
Air India,2019-05-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2,no info,14083
Indigo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4160
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,14:25:00,1080,1,no info,11467
Spicejet,2019-03-09,Mumbai,Hyderabad,08:50:00,10:15:00,85,0,no info,5755
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2,in-flight meal not included,10199
Multiple Carriers,2019-06-12,Delhi,Cochin,15:05:00,01:30:00,625,2,no info,15965
Air India,2019-06-12,Delhi,Cochin,07:00:00,19:15:00,735,1,no info,8669
Multiple Carriers,2019-06-24,Delhi,Cochin,09:15:00,19:15:00,600,1,no info,8099
Air India,2019-03-09,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,11701
Air India,2019-06-18,Banglore,Delhi,05:45:00,08:45:00,180,0,no info,6961
Spicejet,2019-05-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4491
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,20:20:00,740,1,no info,16736
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,09:45:00,1450,1,no info,14151
Indigo,2019-06-09,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,no info,3175
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2,in-flight meal not included,16022
Jet Airways,2019-03-21,Delhi,Cochin,06:20:00,04:25:00,1325,2,in-flight meal not included,8273
Vistara,2019-05-21,Banglore,Delhi,17:00:00,19:35:00,155,0,no info,4878
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,22:35:00,1660,1,in-flight meal not included,10844
Indigo,2019-06-24,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,no info,3175
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,12:35:00,1615,2,no info,15129
Air India,2019-03-12,Banglore,New Delhi,06:45:00,18:05:00,2120,3,no info,13387
Air India,2019-06-15,Delhi,Cochin,05:00:00,07:40:00,1600,2,no info,10231
Air India,2019-03-21,Delhi,Cochin,17:20:00,09:25:00,965,1,no info,6482
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,04:25:00,1015,1,in-flight meal not included,13843
Jet Airways,2019-06-03,Banglore,Delhi,07:10:00,10:10:00,180,0,in-flight meal not included,5769
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,18:15:00,705,1,in-flight meal not included,10844
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,395,1,no info,16079
Multiple Carriers,2019-06-27,Delhi,Cochin,08:00:00,21:00:00,780,1,no info,13587
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,22:40:00,930,1,no info,8452
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1,no info,14676
Spicejet,2019-04-27,Kolkata,Banglore,14:55:00,17:25:00,150,0,no check-in baggage included,3841
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1,in-flight meal not included,11924
Spicejet,2019-06-06,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,3873
Vistara,2019-06-27,Chennai,Kolkata,07:05:00,09:20:00,135,0,no info,3687
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,18:15:00,590,1,no info,13626
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,19:50:00,685,1,no info,14571
Multiple Carriers,2019-03-27,Delhi,Cochin,10:00:00,21:00:00,660,1,no info,6883
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0,in-flight meal not included,4544
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,20:45:00,1485,1,no info,14388
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,04:25:00,1125,2,no info,13014
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,13:15:00,450,1,no info,19225
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,10:55:00,1520,1,no info,14151
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,9646
Jet Airways,2019-05-27,Delhi,Cochin,13:25:00,12:35:00,1390,2,no info,15129
Multiple Carriers,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1,no info,13727
Indigo,2019-06-06,Delhi,Cochin,08:35:00,22:30:00,835,1,no info,6442
Indigo,2019-06-24,Delhi,Cochin,07:30:00,21:00:00,810,1,no info,6093
Indigo,2019-05-18,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,4591
Indigo,2019-03-21,Delhi,Cochin,16:10:00,22:20:00,370,1,no info,6528
Indigo,2019-04-03,Kolkata,Banglore,19:20:00,23:45:00,265,1,no info,3480
Multiple Carriers,2019-06-24,Delhi,Cochin,07:10:00,22:30:00,920,1,no info,6723
Indigo,2019-03-09,Delhi,Cochin,02:05:00,07:10:00,305,1,no info,10482
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,19:00:00,1530,1,in-flight meal not included,12898
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,18:50:00,1475,1,no info,16289
Indigo,2019-03-21,Banglore,New Delhi,16:55:00,19:45:00,170,0,no info,6860
Indigo,2019-06-06,Delhi,Cochin,10:35:00,01:30:00,895,1,no info,5883
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,830,2,in-flight meal not included,10919
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,22:05:00,750,1,no info,13067
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,19:10:00,1220,1,no info,25735
Air India,2019-06-06,Kolkata,Banglore,05:50:00,12:30:00,1840,2,no info,12723
Jet Airways,2019-06-15,Delhi,Cochin,06:45:00,04:25:00,1300,2,no info,13376
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,00:45:00,1555,1,no info,14815
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,10:25:00,830,1,in-flight meal not included,7832
Spicejet,2019-06-27,Delhi,Cochin,08:45:00,13:15:00,270,1,no check-in baggage included,4760
Air India,2019-05-12,Kolkata,Banglore,12:00:00,23:15:00,2115,3,no info,10991
Jet Airways,2019-06-06,Delhi,Cochin,17:30:00,19:00:00,1530,1,no info,14714
